ProductID,Category,Brand,Quantity,Price,Warehouse,Model
2245,Desktop,Samsung,49,35.11,Marseille,Model-245
2246,Monitor,HP,37,1389.22,Lyon,Model-484
2247,Monitor,HP,44,86.88,Marseille,Model-144
2248,Desktop,Dell,145,444.72,Lyon,Model-213
2249,Accessory,Asus,75,1070.75,Marseille,Model-487
2250,Laptop,Samsung,94,640.86,Marseille,Model-312
2251,Accessory,Dell,190,414.43,Paris,Model-430
2252,Accessory,Dell,75,36.1,Lyon,Model-494
2253,Laptop,Logitech,107,1058.7,Lyon,Model-327
2254,Monitor,Logitech,150,832.64,Marseille,Model-57
2255,Desktop,Logitech,173,997.57,Lyon,Model-77
2256,Monitor,Acer,79,1379.44,Paris,Model-127
2257,Desktop,Samsung,187,788.78,Marseille,Model-176
2258,Accessory,Acer,42,98.74,Paris,Model-159
2259,Laptop,Samsung,64,1367.62,Marseille,Model-160
2260,Laptop,Acer,84,896.24,Lyon,Model-84
2261,Accessory,Acer,55,603.09,Paris,Model-164
2262,Monitor,Logitech,102,876.57,Lyon,Model-157
2263,Monitor,Dell,89,380.24,Paris,Model-357
2264,Monitor,Logitech,86,1396.23,Lyon,Model-220
2265,Desktop,Logitech,198,626.67,Lyon,Model-177
2266,Laptop,Samsung,93,429.91,Paris,Model-468
2267,Monitor,Asus,122,649.75,Lyon,Model-296
2268,Desktop,Lenovo,184,823.17,Marseille,Model-480
2269,Laptop,Asus,183,412.98,Paris,Model-260
2270,Monitor,Acer,113,983.77,Lyon,Model-251
2271,Accessory,Dell,162,1498.39,Paris,Model-93
2272,Accessory,HP,11,558.28,Paris,Model-127
2273,Laptop,Lenovo,134,832.95,Marseille,Model-304
2274,Monitor,HP,49,1302.38,Paris,Model-65
2275,Desktop,Logitech,126,398.46,Marseille,Model-149
2276,Desktop,HP,20,1151.45,Marseille,Model-19
2277,Monitor,Samsung,17,227.06,Marseille,Model-336
2278,Monitor,Logitech,12,1316.54,Paris,Model-489
2279,Desktop,Dell,138,414.27,Paris,Model-286
2280,Desktop,Logitech,141,582.52,Lyon,Model-404
2281,Accessory,Logitech,13,616.52,Lyon,Model-193
2282,Laptop,HP,20,1020.23,Lyon,Model-356
2283,Monitor,HP,97,178.5,Paris,Model-81
2284,Monitor,Lenovo,186,64.62,Marseille,Model-476
2285,Desktop,Acer,159,134.37,Lyon,Model-483
2286,Laptop,Lenovo,172,332.41,Marseille,Model-431
2287,Accessory,Acer,54,124.4,Paris,Model-243
2288,Monitor,Logitech,34,205.91,Lyon,Model-22
2289,Laptop,Lenovo,101,68.73,Marseille,Model-419
2290,Accessory,Samsung,71,1408.15,Marseille,Model-294
2291,Accessory,Samsung,24,519.37,Marseille,Model-235
2292,Monitor,Samsung,149,407.36,Lyon,Model-301
2293,Desktop,Samsung,62,118.45,Marseille,Model-200
2294,Monitor,Lenovo,108,762.89,Marseille,Model-44
2295,Desktop,Acer,186,633.57,Paris,Model-316
2296,Laptop,Logitech,110,919.61,Marseille,Model-311
2297,Desktop,Samsung,163,1294.52,Paris,Model-500
2298,Accessory,Acer,196,446.44,Marseille,Model-45
2299,Desktop,Lenovo,112,645.31,Lyon,Model-158
2300,Accessory,Logitech,114,1489.11,Marseille,Model-322
2301,Desktop,Lenovo,23,936.04,Paris,Model-322
2302,Accessory,Samsung,54,1384.69,Marseille,Model-378
2303,Monitor,HP,83,1050.75,Marseille,Model-281
2304,Desktop,Lenovo,36,1050.64,Marseille,Model-5
2305,Laptop,Samsung,10,43.84,Paris,Model-431
2306,Monitor,Logitech,121,1186.84,Marseille,Model-428
2307,Desktop,HP,119,1075.77,Lyon,Model-175
2308,Accessory,Acer,74,21.27,Lyon,Model-37
2309,Laptop,Logitech,38,175.5,Marseille,Model-477
2310,Accessory,Asus,133,435.21,Marseille,Model-330
2311,Accessory,Asus,197,747.04,Marseille,Model-335
2312,Accessory,Asus,195,404.22,Paris,Model-177
2313,Accessory,Dell,108,1095.24,Lyon,Model-421
2314,Monitor,Asus,75,1420.44,Marseille,Model-162
2315,Accessory,Lenovo,28,639.09,Paris,Model-190
2316,Accessory,Dell,54,1499.52,Marseille,Model-161
2317,Laptop,Asus,168,761.69,Lyon,Model-104
2318,Desktop,Asus,24,110.47,Marseille,Model-2
2319,Accessory,Samsung,167,679.63,Lyon,Model-477
2320,Monitor,Acer,177,656.01,Paris,Model-356
2321,Accessory,HP,47,932.7,Lyon,Model-106
2322,Desktop,Lenovo,187,399.29,Paris,Model-14
2323,Laptop,Lenovo,199,766.21,Marseille,Model-279
2324,Monitor,Samsung,153,1083.39,Lyon,Model-408
2325,Desktop,Asus,85,1129.2,Marseille,Model-264
2326,Monitor,HP,93,1398.61,Marseille,Model-38
2327,Desktop,Samsung,181,620.37,Paris,Model-292
2328,Accessory,Samsung,22,240.25,Paris,Model-412
2329,Laptop,Logitech,37,1186.65,Lyon,Model-190
2330,Monitor,Acer,30,690.65,Paris,Model-349
2331,Monitor,Dell,160,454.79,Lyon,Model-255
2332,Desktop,Lenovo,41,361.84,Marseille,Model-7
2333,Desktop,Samsung,27,738.06,Marseille,Model-9
2334,Accessory,HP,10,258.16,Paris,Model-471
2335,Monitor,Lenovo,133,1255.21,Paris,Model-183
2336,Monitor,Acer,116,1453.93,Lyon,Model-20
2337,Laptop,HP,175,1108.08,Lyon,Model-238
2338,Laptop,Lenovo,188,198.1,Paris,Model-14
2339,Accessory,HP,27,328.14,Lyon,Model-485
2340,Accessory,Asus,169,128.89,Paris,Model-117
2341,Desktop,Acer,164,465.0,Marseille,Model-61
2342,Accessory,HP,161,1180.34,Marseille,Model-251
2343,Laptop,Samsung,65,579.82,Lyon,Model-256
2344,Laptop,Samsung,181,820.8,Paris,Model-112
2345,Desktop,Asus,62,935.9,Marseille,Model-317
2346,Desktop,HP,180,650.98,Marseille,Model-3
2347,Accessory,Dell,46,214.88,Marseille,Model-91
2348,Accessory,Asus,114,572.69,Paris,Model-311
2349,Laptop,Dell,186,754.67,Paris,Model-20
2350,Accessory,Logitech,111,725.69,Marseille,Model-338
2351,Monitor,Lenovo,179,1094.6,Marseille,Model-187
2352,Monitor,Samsung,98,887.71,Paris,Model-494
2353,Accessory,Dell,60,1039.24,Lyon,Model-419
2354,Desktop,Dell,51,161.17,Lyon,Model-129
2355,Laptop,Logitech,83,1022.73,Paris,Model-279
2356,Monitor,Logitech,157,1111.62,Lyon,Model-130
2357,Laptop,Asus,187,651.67,Paris,Model-412
2358,Accessory,Logitech,177,977.55,Paris,Model-484
2359,Monitor,Acer,28,1216.95,Paris,Model-106
2360,Monitor,Logitech,98,124.56,Paris,Model-4
2361,Accessory,Samsung,34,385.3,Lyon,Model-469
2362,Monitor,HP,125,755.06,Paris,Model-241
2363,Monitor,Acer,88,363.01,Lyon,Model-154
2364,Laptop,Dell,42,313.25,Marseille,Model-233
2365,Laptop,Samsung,125,514.9,Marseille,Model-479
2366,Laptop,HP,121,700.87,Marseille,Model-180
2367,Desktop,Lenovo,42,1454.58,Marseille,Model-206
2368,Monitor,Samsung,167,795.96,Paris,Model-6
2369,Monitor,Dell,137,435.78,Lyon,Model-45
2370,Desktop,Acer,123,1294.3,Lyon,Model-328
2371,Desktop,Logitech,55,534.69,Lyon,Model-410
2372,Accessory,Samsung,176,129.11,Lyon,Model-32
2373,Monitor,Logitech,153,1474.71,Marseille,Model-428
2374,Desktop,HP,58,23.58,Paris,Model-345
2375,Monitor,Logitech,13,1334.62,Paris,Model-112
2376,Laptop,Lenovo,57,719.65,Paris,Model-28
2377,Accessory,Samsung,170,668.43,Lyon,Model-126
2378,Desktop,Asus,133,536.2,Marseille,Model-354
2379,Desktop,Asus,111,628.9,Marseille,Model-187
2380,Desktop,Lenovo,117,166.58,Lyon,Model-492
2381,Desktop,Asus,56,366.19,Lyon,Model-267
2382,Desktop,Logitech,173,797.9,Lyon,Model-140
2383,Monitor,HP,27,91.2,Marseille,Model-53
2384,Desktop,Acer,21,397.84,Marseille,Model-63
2385,Monitor,Logitech,27,182.45,Paris,Model-58
2386,Monitor,Dell,187,407.17,Lyon,Model-227
2387,Accessory,Acer,64,386.72,Paris,Model-18
2388,Laptop,HP,142,1241.15,Paris,Model-293
2389,Monitor,Acer,145,1266.09,Marseille,Model-123
2390,Accessory,Logitech,102,268.77,Marseille,Model-419
2391,Accessory,HP,157,161.13,Lyon,Model-450
2392,Desktop,Logitech,129,972.67,Paris,Model-292
2393,Laptop,Acer,175,962.85,Marseille,Model-9
2394,Accessory,Logitech,53,929.4,Paris,Model-47
2395,Accessory,Dell,78,1187.99,Marseille,Model-431
2396,Desktop,Logitech,133,624.36,Lyon,Model-275
2397,Accessory,Dell,137,628.61,Paris,Model-291
2398,Desktop,Dell,162,1422.68,Marseille,Model-62
2399,Accessory,Samsung,163,1041.29,Marseille,Model-44
2400,Laptop,Asus,149,429.01,Marseille,Model-289
2401,Laptop,Asus,156,1293.82,Paris,Model-399
2402,Accessory,HP,108,774.76,Paris,Model-131
2403,Accessory,Lenovo,125,119.14,Lyon,Model-443
2404,Laptop,Dell,74,688.25,Lyon,Model-213
2405,Accessory,Acer,136,561.16,Lyon,Model-455
2406,Accessory,Dell,110,676.19,Lyon,Model-3
2407,Accessory,Dell,66,1122.59,Marseille,Model-417
2408,Desktop,Dell,108,1043.79,Paris,Model-416
2409,Accessory,Samsung,194,509.37,Marseille,Model-283
2410,Accessory,Acer,96,1285.91,Lyon,Model-184
2411,Accessory,Logitech,198,455.17,Lyon,Model-280
2412,Laptop,Lenovo,23,194.44,Paris,Model-300
2413,Laptop,Logitech,120,1437.45,Lyon,Model-134
2414,Laptop,Lenovo,154,732.43,Lyon,Model-183
2415,Laptop,Samsung,137,135.62,Marseille,Model-333
2416,Accessory,Acer,179,564.95,Paris,Model-129
2417,Monitor,HP,107,534.26,Paris,Model-93
2418,Accessory,Dell,30,369.42,Lyon,Model-280
2419,Laptop,Asus,179,760.68,Lyon,Model-371
2420,Accessory,Dell,167,918.01,Paris,Model-142
2421,Accessory,Logitech,184,724.63,Lyon,Model-188
2422,Laptop,HP,122,752.0,Marseille,Model-65
2423,Desktop,Logitech,162,1148.43,Paris,Model-33
2424,Accessory,Dell,88,1355.93,Marseille,Model-359
2425,Laptop,Acer,145,1417.79,Lyon,Model-421
2426,Accessory,Asus,160,1376.2,Marseille,Model-159
2427,Desktop,Acer,30,1061.1,Paris,Model-492
2428,Monitor,Acer,46,989.37,Paris,Model-129
2429,Desktop,Dell,139,1152.07,Marseille,Model-364
2430,Monitor,Dell,20,1183.06,Lyon,Model-126
2431,Monitor,Lenovo,115,71.47,Lyon,Model-203
2432,Monitor,HP,24,226.19,Paris,Model-160
2433,Desktop,HP,146,1306.96,Marseille,Model-387
2434,Desktop,Asus,140,310.16,Lyon,Model-205
2435,Desktop,Asus,65,1210.47,Lyon,Model-438
2436,Desktop,Logitech,25,25.36,Paris,Model-214
2437,Monitor,Samsung,149,139.75,Lyon,Model-199
2438,Monitor,HP,76,869.67,Marseille,Model-447
2439,Desktop,Samsung,58,292.94,Paris,Model-448
2440,Laptop,Lenovo,115,1396.49,Lyon,Model-291
2441,Monitor,HP,101,1393.3,Marseille,Model-281
2442,Laptop,Asus,92,325.56,Paris,Model-40
2443,Accessory,Logitech,86,821.7,Lyon,Model-113
2444,Monitor,Acer,94,1044.38,Marseille,Model-122
2445,Laptop,Lenovo,182,345.59,Marseille,Model-23
2446,Desktop,Lenovo,116,1050.89,Lyon,Model-86
2447,Desktop,Logitech,114,1165.37,Marseille,Model-4
2448,Accessory,Acer,171,1329.19,Lyon,Model-9
2449,Monitor,Dell,131,1486.88,Lyon,Model-182
2450,Accessory,Lenovo,184,830.31,Paris,Model-396
2451,Monitor,Dell,97,1194.2,Lyon,Model-131
2452,Monitor,Logitech,95,127.92,Paris,Model-310
2453,Desktop,Acer,146,578.65,Lyon,Model-402
2454,Monitor,Logitech,67,856.24,Marseille,Model-280
2455,Monitor,Samsung,35,1167.29,Paris,Model-233
2456,Laptop,Asus,22,691.68,Paris,Model-256
2457,Laptop,Asus,49,664.52,Paris,Model-154
2458,Accessory,Lenovo,49,1319.31,Marseille,Model-149
2459,Desktop,Logitech,33,374.89,Paris,Model-155
2460,Accessory,Acer,130,236.51,Paris,Model-30
2461,Laptop,HP,90,994.88,Marseille,Model-354
2462,Monitor,Lenovo,95,769.97,Marseille,Model-267
2463,Laptop,Samsung,173,1197.37,Marseille,Model-323
2464,Desktop,Asus,141,802.92,Paris,Model-429
2465,Desktop,Asus,134,1315.07,Lyon,Model-52
2466,Accessory,Samsung,149,156.88,Marseille,Model-64
2467,Laptop,Acer,100,1094.67,Lyon,Model-82
2468,Laptop,Logitech,31,1201.52,Paris,Model-402
2469,Desktop,Asus,186,1093.26,Paris,Model-417
2470,Desktop,Dell,54,769.52,Paris,Model-321
2471,Laptop,Logitech,184,305.02,Marseille,Model-198
2472,Desktop,Dell,26,271.28,Lyon,Model-494
2473,Desktop,Lenovo,17,389.52,Lyon,Model-269
2474,Laptop,Asus,82,1024.42,Paris,Model-276
2475,Monitor,HP,191,255.68,Marseille,Model-199
2476,Monitor,HP,69,249.51,Marseille,Model-377
2477,Laptop,Dell,141,626.98,Paris,Model-18
2478,Monitor,Asus,76,574.66,Paris,Model-85
2479,Laptop,HP,75,481.03,Marseille,Model-428
2480,Accessory,Samsung,82,724.04,Paris,Model-421
2481,Desktop,Acer,152,985.83,Marseille,Model-234
2482,Monitor,Lenovo,115,223.16,Marseille,Model-67
2483,Monitor,Asus,13,752.46,Marseille,Model-203
2484,Accessory,Asus,134,348.98,Lyon,Model-386
2485,Accessory,Dell,33,726.03,Marseille,Model-379
2486,Laptop,Samsung,148,1212.32,Marseille,Model-67
2487,Laptop,Dell,193,702.27,Marseille,Model-159
2488,Monitor,Samsung,112,105.72,Marseille,Model-8
2489,Accessory,HP,171,1487.87,Lyon,Model-194
2490,Desktop,HP,200,507.28,Marseille,Model-272
2491,Laptop,HP,148,863.02,Marseille,Model-314
2492,Laptop,Dell,73,66.23,Paris,Model-240
2493,Desktop,Lenovo,107,826.53,Marseille,Model-98
2494,Desktop,Dell,148,665.45,Marseille,Model-194
2495,Monitor,Samsung,146,710.45,Marseille,Model-237
2496,Monitor,Samsung,77,622.7,Lyon,Model-54
2497,Monitor,Asus,144,735.32,Marseille,Model-500
2498,Monitor,HP,72,1242.28,Paris,Model-263
2499,Accessory,Samsung,191,816.42,Paris,Model-297
2500,Laptop,Lenovo,125,1421.3,Lyon,Model-251
2501,Accessory,HP,96,996.54,Marseille,Model-54
2502,Laptop,HP,128,501.97,Marseille,Model-127
2503,Desktop,Acer,84,1053.14,Marseille,Model-107
2504,Laptop,Acer,163,592.72,Marseille,Model-148
2505,Monitor,Samsung,150,852.14,Marseille,Model-125
2506,Laptop,Lenovo,155,550.79,Paris,Model-276
2507,Monitor,HP,56,1347.88,Paris,Model-496
2508,Desktop,HP,150,177.04,Lyon,Model-417
2509,Laptop,Logitech,39,593.01,Paris,Model-84
2510,Desktop,Acer,98,808.51,Marseille,Model-485
2511,Accessory,Samsung,123,372.42,Lyon,Model-133
2512,Monitor,Lenovo,148,1402.29,Lyon,Model-92
2513,Laptop,Lenovo,64,377.88,Paris,Model-330
2514,Desktop,Acer,189,126.44,Paris,Model-137
2515,Accessory,Asus,157,1437.51,Paris,Model-211
2516,Monitor,Logitech,103,1421.84,Paris,Model-432
2517,Accessory,Asus,74,788.67,Lyon,Model-285
2518,Accessory,Acer,54,1386.83,Lyon,Model-48
2519,Desktop,Dell,27,152.05,Marseille,Model-173
2520,Monitor,Samsung,29,118.55,Marseille,Model-235
2521,Monitor,Dell,121,352.79,Paris,Model-128
2522,Desktop,Logitech,17,337.23,Lyon,Model-35
2523,Accessory,Lenovo,77,1423.29,Marseille,Model-431
2524,Accessory,Samsung,194,675.67,Marseille,Model-78
2525,Accessory,Samsung,189,1093.35,Paris,Model-42
2526,Laptop,Samsung,145,1029.37,Marseille,Model-490
2527,Monitor,HP,87,1135.99,Marseille,Model-429
2528,Laptop,HP,144,1252.9,Paris,Model-290
2529,Desktop,Acer,168,788.89,Marseille,Model-342
2530,Monitor,HP,138,467.84,Paris,Model-10
2531,Monitor,Logitech,142,1341.26,Lyon,Model-458
2532,Desktop,Lenovo,60,704.6,Lyon,Model-161
2533,Laptop,Samsung,122,124.4,Lyon,Model-204
2534,Desktop,Logitech,44,664.45,Marseille,Model-465
2535,Monitor,Asus,172,52.47,Marseille,Model-209
2536,Accessory,HP,194,163.79,Marseille,Model-80
2537,Desktop,Dell,125,377.3,Marseille,Model-440
2538,Accessory,HP,105,1370.05,Paris,Model-69
2539,Monitor,Logitech,154,1163.1,Lyon,Model-462
2540,Laptop,Samsung,166,1194.14,Marseille,Model-462
2541,Accessory,HP,111,708.67,Marseille,Model-182
2542,Laptop,Lenovo,140,1268.5,Lyon,Model-482
2543,Accessory,HP,72,44.64,Lyon,Model-63
2544,Accessory,HP,176,997.83,Paris,Model-170
2545,Laptop,Asus,101,1341.56,Marseille,Model-341
2546,Accessory,Samsung,107,997.83,Marseille,Model-74
2547,Laptop,HP,170,375.98,Marseille,Model-224
2548,Monitor,Samsung,34,951.28,Lyon,Model-239
2549,Monitor,Acer,150,965.44,Marseille,Model-225
2550,Accessory,Samsung,133,811.74,Marseille,Model-430
2551,Monitor,Asus,113,678.9,Marseille,Model-368
2552,Monitor,Dell,109,448.73,Marseille,Model-290
2553,Laptop,Lenovo,199,790.31,Marseille,Model-189
2554,Monitor,Acer,191,1148.98,Paris,Model-102
2555,Laptop,Logitech,118,1064.54,Lyon,Model-62
2556,Monitor,Asus,60,491.72,Lyon,Model-115
2557,Monitor,HP,190,522.03,Marseille,Model-177
2558,Accessory,Acer,163,1236.03,Lyon,Model-15
2559,Laptop,Dell,181,1001.22,Paris,Model-366
2560,Desktop,Logitech,91,1045.23,Paris,Model-468
2561,Laptop,Dell,50,693.58,Lyon,Model-419
2562,Accessory,Samsung,120,1141.81,Marseille,Model-103
2563,Desktop,Acer,164,1051.04,Paris,Model-264
2564,Monitor,Dell,15,1419.34,Marseille,Model-63
2565,Accessory,Lenovo,112,867.59,Lyon,Model-173
2566,Monitor,Acer,103,721.42,Marseille,Model-263
2567,Monitor,Dell,102,708.58,Paris,Model-353
2568,Monitor,HP,18,438.63,Marseille,Model-174
2569,Laptop,Asus,154,400.71,Marseille,Model-462
2570,Laptop,Asus,181,1248.03,Lyon,Model-446
2571,Monitor,Lenovo,191,1058.42,Paris,Model-300
2572,Desktop,Logitech,106,225.63,Marseille,Model-94
2573,Desktop,Lenovo,43,610.65,Lyon,Model-12
2574,Monitor,Dell,98,813.16,Lyon,Model-439
2575,Laptop,Samsung,23,1176.85,Paris,Model-393
2576,Laptop,HP,66,1334.26,Marseille,Model-149
2577,Monitor,Logitech,120,1011.8,Marseille,Model-411
2578,Desktop,Lenovo,54,1101.54,Paris,Model-209
2579,Monitor,Dell,194,452.71,Lyon,Model-28
2580,Laptop,Acer,170,525.86,Marseille,Model-227
2581,Desktop,Dell,185,761.67,Marseille,Model-122
2582,Accessory,Samsung,118,126.46,Lyon,Model-300
2583,Monitor,Lenovo,90,1448.55,Paris,Model-28
2584,Desktop,Asus,168,677.1,Paris,Model-311
2585,Accessory,Lenovo,190,1025.88,Marseille,Model-27
2586,Monitor,Dell,66,85.21,Marseille,Model-157
2587,Desktop,HP,15,136.7,Paris,Model-380
2588,Desktop,Dell,146,722.65,Lyon,Model-301
2589,Monitor,Logitech,189,714.61,Paris,Model-99
2590,Accessory,Asus,151,220.14,Marseille,Model-198
2591,Accessory,Samsung,193,1248.64,Lyon,Model-430
2592,Desktop,Acer,33,238.96,Paris,Model-152
2593,Laptop,Asus,179,617.09,Lyon,Model-145
2594,Desktop,HP,114,321.45,Lyon,Model-109
2595,Laptop,HP,61,1014.61,Marseille,Model-65
2596,Laptop,Samsung,19,25.67,Lyon,Model-494
2597,Accessory,Samsung,82,465.0,Paris,Model-415
2598,Laptop,Logitech,128,747.76,Marseille,Model-476
2599,Monitor,Asus,163,232.14,Lyon,Model-197
2600,Laptop,HP,189,526.72,Lyon,Model-198
2601,Desktop,HP,80,783.79,Marseille,Model-82
2602,Accessory,HP,159,1463.07,Lyon,Model-113
2603,Monitor,Acer,61,600.42,Marseille,Model-228
2604,Accessory,Logitech,175,528.82,Paris,Model-295
2605,Desktop,Samsung,83,1170.7,Lyon,Model-226
2606,Monitor,Acer,137,182.34,Paris,Model-411
2607,Accessory,Dell,171,628.61,Marseille,Model-113
2608,Accessory,Lenovo,149,1296.96,Paris,Model-374
2609,Accessory,Dell,93,133.63,Lyon,Model-145
2610,Desktop,Samsung,137,108.5,Paris,Model-261
2611,Accessory,Logitech,126,1326.37,Lyon,Model-230
2612,Laptop,Samsung,181,1476.77,Paris,Model-340
2613,Accessory,Samsung,66,1292.0,Marseille,Model-397
2614,Accessory,Lenovo,151,644.69,Lyon,Model-220
2615,Desktop,Asus,119,491.65,Paris,Model-444
2616,Monitor,Lenovo,78,1139.12,Marseille,Model-391
2617,Monitor,HP,13,451.09,Lyon,Model-472
2618,Desktop,Samsung,75,768.86,Marseille,Model-401
2619,Accessory,Asus,145,656.92,Paris,Model-53
2620,Monitor,Logitech,16,1443.53,Paris,Model-287
2621,Monitor,Samsung,79,270.25,Marseille,Model-112
2622,Desktop,Asus,96,652.18,Paris,Model-479
2623,Laptop,Lenovo,76,1474.07,Lyon,Model-341
2624,Laptop,Dell,137,1017.78,Marseille,Model-180
2625,Laptop,Dell,193,89.78,Marseille,Model-138
2626,Accessory,Samsung,43,1099.09,Paris,Model-344
2627,Laptop,Dell,46,756.34,Paris,Model-394
2628,Desktop,Logitech,124,1419.84,Paris,Model-66
2629,Laptop,Logitech,197,917.08,Paris,Model-402
2630,Accessory,Logitech,76,589.96,Lyon,Model-194
2631,Accessory,Asus,120,1184.82,Marseille,Model-445
2632,Accessory,Samsung,63,523.48,Paris,Model-301
2633,Laptop,Lenovo,122,99.9,Lyon,Model-351
2634,Monitor,Asus,130,1194.57,Paris,Model-473
2635,Accessory,Dell,198,1364.47,Lyon,Model-397
2636,Laptop,Dell,45,307.56,Paris,Model-418
2637,Accessory,HP,59,309.87,Marseille,Model-338
2638,Monitor,Acer,42,386.12,Lyon,Model-294
2639,Desktop,Asus,21,139.39,Paris,Model-18
2640,Laptop,Dell,122,329.91,Paris,Model-60
2641,Desktop,Lenovo,102,308.06,Lyon,Model-48
2642,Laptop,Lenovo,141,184.5,Lyon,Model-346
2643,Laptop,Lenovo,104,518.88,Paris,Model-305
2644,Desktop,Samsung,41,649.43,Marseille,Model-400
2645,Laptop,Dell,185,929.01,Lyon,Model-352
2646,Accessory,Dell,198,706.45,Marseille,Model-130
2647,Accessory,HP,132,1131.44,Paris,Model-112
2648,Desktop,Asus,149,389.7,Lyon,Model-13
2649,Laptop,Samsung,182,926.53,Lyon,Model-271
2650,Accessory,Samsung,91,1348.1,Paris,Model-168
2651,Accessory,Samsung,85,600.0,Lyon,Model-255
2652,Accessory,Samsung,152,420.32,Marseille,Model-482
2653,Monitor,Dell,111,564.17,Marseille,Model-36
2654,Accessory,Lenovo,125,616.54,Marseille,Model-125
2655,Desktop,Lenovo,20,459.94,Paris,Model-104
2656,Accessory,Asus,95,1065.73,Marseille,Model-275
2657,Accessory,Acer,14,348.15,Marseille,Model-212
2658,Desktop,Acer,37,610.85,Marseille,Model-188
2659,Laptop,Logitech,128,1495.57,Paris,Model-496
2660,Monitor,Dell,13,515.43,Lyon,Model-406
2661,Desktop,Asus,132,457.25,Marseille,Model-317
2662,Monitor,HP,165,1357.51,Paris,Model-137
2663,Desktop,Samsung,185,1064.04,Paris,Model-112
2664,Monitor,Logitech,111,251.71,Marseille,Model-422
2665,Accessory,Lenovo,64,413.6,Lyon,Model-264
2666,Desktop,Dell,147,715.84,Paris,Model-142
2667,Accessory,Samsung,34,867.23,Lyon,Model-239
2668,Accessory,Lenovo,179,284.43,Marseille,Model-372
2669,Desktop,HP,36,913.38,Paris,Model-136
2670,Desktop,Asus,97,59.41,Marseille,Model-274
2671,Accessory,HP,195,366.79,Paris,Model-324
2672,Laptop,Lenovo,38,259.56,Marseille,Model-35
2673,Desktop,Acer,152,836.41,Marseille,Model-312
2674,Desktop,Lenovo,113,775.51,Paris,Model-137
2675,Accessory,Samsung,136,725.76,Marseille,Model-124
2676,Desktop,Acer,90,568.39,Lyon,Model-323
2677,Accessory,Lenovo,152,135.3,Marseille,Model-150
2678,Laptop,Acer,75,950.52,Paris,Model-67
2679,Laptop,Samsung,150,508.23,Lyon,Model-308
2680,Desktop,Asus,110,294.77,Marseille,Model-261
2681,Desktop,Asus,174,778.4,Paris,Model-254
2682,Desktop,Asus,180,211.51,Paris,Model-45
2683,Laptop,HP,85,514.37,Marseille,Model-381
2684,Laptop,Asus,167,167.94,Lyon,Model-402
2685,Desktop,Acer,12,1260.33,Lyon,Model-463
2686,Accessory,Logitech,71,810.83,Lyon,Model-39
2687,Laptop,Acer,109,360.58,Marseille,Model-364
2688,Desktop,Dell,146,296.24,Paris,Model-108
2689,Laptop,Acer,166,568.14,Paris,Model-344
2690,Desktop,Logitech,38,649.62,Lyon,Model-75
2691,Accessory,Logitech,34,1485.53,Marseille,Model-167
2692,Desktop,HP,97,33.8,Lyon,Model-25
2693,Laptop,Asus,181,1258.23,Marseille,Model-114
2694,Accessory,Dell,135,187.67,Lyon,Model-364
2695,Accessory,Asus,150,987.69,Paris,Model-135
2696,Accessory,Logitech,180,99.47,Marseille,Model-259
2697,Accessory,Lenovo,123,342.28,Paris,Model-319
2698,Monitor,Acer,155,877.2,Paris,Model-271
2699,Accessory,HP,32,636.22,Marseille,Model-161
2700,Accessory,Dell,38,153.7,Lyon,Model-83
2701,Monitor,Asus,184,137.79,Paris,Model-211
2702,Laptop,Acer,127,688.01,Marseille,Model-201
2703,Accessory,Asus,196,1202.92,Marseille,Model-466
2704,Accessory,Samsung,179,626.02,Marseille,Model-420
2705,Desktop,Dell,67,622.47,Paris,Model-291
2706,Monitor,Lenovo,153,1331.17,Paris,Model-71
2707,Laptop,Acer,90,640.98,Paris,Model-282
2708,Accessory,Dell,52,1411.09,Paris,Model-438
2709,Laptop,Logitech,116,240.2,Lyon,Model-169
2710,Desktop,Dell,104,1368.29,Lyon,Model-256
2711,Laptop,Logitech,128,730.46,Lyon,Model-301
2712,Desktop,Logitech,97,498.51,Marseille,Model-172
2713,Desktop,HP,183,1073.13,Marseille,Model-406
2714,Desktop,Acer,198,884.78,Lyon,Model-295
2715,Accessory,Lenovo,184,79.34,Lyon,Model-299
2716,Accessory,Lenovo,133,1074.01,Marseille,Model-347
2717,Laptop,HP,36,1200.21,Lyon,Model-297
2718,Desktop,HP,58,68.97,Paris,Model-25
2719,Laptop,Logitech,88,830.79,Marseille,Model-366
2720,Accessory,Asus,62,1443.3,Lyon,Model-398
2721,Laptop,HP,94,209.98,Lyon,Model-56
2722,Laptop,HP,122,900.55,Paris,Model-162
2723,Accessory,Dell,40,225.71,Lyon,Model-25
2724,Accessory,Dell,116,40.0,Lyon,Model-122
2725,Laptop,Samsung,152,357.99,Lyon,Model-366
2726,Accessory,Dell,148,661.68,Marseille,Model-251
2727,Desktop,Asus,108,925.71,Marseille,Model-464
2728,Desktop,Asus,134,334.59,Paris,Model-60
2729,Laptop,Samsung,16,551.32,Marseille,Model-431
2730,Monitor,Logitech,167,818.85,Marseille,Model-486
2731,Accessory,Logitech,113,1226.84,Paris,Model-265
2732,Monitor,Dell,40,1473.07,Paris,Model-456
2733,Laptop,Samsung,70,973.36,Paris,Model-436
2734,Monitor,Lenovo,183,1387.06,Lyon,Model-63
2735,Accessory,Lenovo,53,56.12,Marseille,Model-6
